QID,Term,Morph,npmi,subword_mean,bert_static,sbert,fasttext,query_ctx,cls_masked
5,machine,machinerings,0.3137735986689953,0.5427270531654358,0.6856539845466614,0.5342459678649902,0.1169267669320106,0.698767364025116,0.8541161417961121
5,machine,machins,0.305690899029639,0.5541298985481262,0.3368834257125854,0.4112342000007629,0.1962520778179168,0.5384663939476013,0.9170457720756532
5,machine,machinables,0.0322127752662481,0.4955832362174988,0.3645660877227783,0.4599086344242096,0.160146415233612,0.490176796913147,0.9429997205734252
5,machine,machinality,0.2141558338186043,0.333947092294693,0.3481532335281372,0.3680672645568847,0.1687331646680832,0.5036401748657227,0.8637982606887817
5,machine,machinators,0.1210013261891611,0.4553171396255493,0.3744543492794037,0.5006478428840637,0.08912955224514,0.5618355870246887,0.8813943266868591
5,machine,machinative,0.2090714113589696,0.4923189282417297,0.3425871133804321,0.4180882573127746,0.0552584156394004,0.5036295652389526,0.9069554805755616
5,machine,machination,0.12831633785756,0.5090214014053345,0.3380472660064697,0.464425653219223,0.2379876226186752,0.5676537156105042,0.9409679174423218
5,machine,machinating,0.1541333325785905,0.5577313303947449,0.3013381659984588,0.4581359028816223,0.12493147701025,0.4816563129425049,0.9239585995674132
5,machine,machinate's,0.1619131944053042,0.4384627938270569,0.3322726488113403,0.4179120063781738,0.0577888302505016,0.5197674036026001,0.9375506043434144
5,machine,machineable,0.187796607589866,0.6978733539581299,0.7717475295066833,0.7299248576164246,0.1991448700428009,0.6812877655029297,0.8698856830596924
5,machine,machineents,0.1619131944053042,0.8078457713127136,0.705445408821106,0.7339895963668823,0.1949821859598159,0.7300653457641602,0.9613821506500244
5,machine,machineisms,0.1619131944053042,0.7614458203315735,0.7215352058410645,0.7188451290130615,0.2172055840492248,0.7278043627738953,0.9299654960632324
5,machine,machinement,0.1619131944053042,0.7680541276931763,0.7221518158912659,0.7484362721443176,0.1824446469545364,0.7356359958648682,0.9258216023445128
5,machine,machinering,0.1725821076537068,0.7927185297012329,0.7419770956039429,0.5884467959403992,0.1456542313098907,0.7383351922035217,0.9184759855270386
5,machine,machining's,0.2490391464709193,0.5048342943191528,0.3754312992095947,0.4436631798744201,0.1176298633217811,0.480608731508255,0.9288632273674012
5,machine,machinable,0.2234339410343334,0.4613305926322937,0.3602581620216369,0.4400840401649475,0.2471485286951065,0.5242511630058289,0.8854373097419739
5,machine,machinally,0.0772781653823427,0.4598218500614166,0.3666321635246277,0.3372713029384613,0.1932429373264312,0.5405852198600769,0.8886336088180542
5,machine,machinalli,0.1619131944053042,0.4249341487884521,0.3914092779159546,0.4111949205398559,0.2117373794317245,0.5398394465446472,0.8897008895874023
5,machine,machinates,0.1970611044217831,0.6122242212295532,0.3132988810539245,0.3290574550628662,0.1054632812738418,0.4349882304668426,0.9441113471984864
5,machine,machinated,0.1439086595691897,0.6234229803085327,0.3128143846988678,0.4033693075180053,0.2308453023433685,0.4593177735805511,0.9445948004722596
5,machine,machinator,0.1254994907016636,0.5375555753707886,0.3376160860061645,0.539375901222229,0.1063163429498672,0.5200965404510498,0.9356278777122498
5,machine,machineant,-0.042532615725983,0.778302788734436,0.7491858005523682,0.6999920010566711,0.2030289769172668,0.7149055600166321,0.9439432621002196
5,machine,machined's,0.1619131944053042,0.5512195825576782,0.6090636253356934,0.7070537805557251,0.1536896973848343,0.6371130347251892,0.9187800884246826
5,machine,machineing,0.1967040018283004,0.6098772883415222,0.794430136680603,0.7603709697723389,0.2106275409460067,0.708223283290863,0.8734822869300842
